class,cap_shape,cap_color,odor,gill_spacing,gill_size,gill_color,stalk_color,spore_color
0,convex,brown,none,close,broad,white,white,black
0,flat,gray,none,close,broad,pink,pink,black
0,flat,brown,none,close,broad,purple,white,brown
0,convex,gray,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,purple,white,brown
0,convex,brown,none,close,broad,brown,pink,brown
0,flat,gray,none,crowded,broad,brown,white,brown
0,convex,brown,none,close,broad,white,pink,black
0,flat,brown,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,white,pink,brown
0,convex,red,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,brown,white,black
0,flat,white,none,crowded,broad,chocolate,white,black
0,convex,brown,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,pink,white,black
0,convex,gray,none,close,broad,pink,gray,brown
0,flat,gray,none,close,broad,brown,white,brown
0,flat,brown,none,crowded,broad,brown,white,black
0,flat,gray,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,purple,white,black
0,flat,gray,none,close,broad,brown,gray,black
0,convex,brown,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,purple,gray,black
0,convex,brown,none,close,broad,white,pink,brown
0,convex,gray,none,close,broad,brown,white,brown
0,flat,gray,none,close,broad,white,white,brown
0,convex,brown,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,purple,gray,brown
0,convex,red,none,close,broad,pink,gray,brown
0,flat,gray,none,close,broad,brown,gray,black
0,convex,brown,none,close,broad,pink,pink,black
1,convex,pink,creosote,crowded,narrow,brown,white,black
0,flat,gray,none,close,broad,white,white,black
0,flat,brown,none,close,broad,pink,gray,brown
1,flat,brown,pungent,close,narrow,pink,white,black
0,convex,brown,none,close,broad,purple,gray,black
0,convex,gray,none,close,broad,purple,gray,black
0,convex,red,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,brown,white,brown
0,convex,red,none,close,broad,pink,gray,black
0,convex,gray,none,close,broad,pink,gray,brown
0,flat,white,none,crowded,broad,brown,white,black
0,convex,gray,none,close,broad,pink,pink,brown
0,convex,brown,none,crowded,broad,pink,white,brown
0,convex,brown,none,close,broad,white,pink,brown
0,convex,gray,none,close,broad,pink,pink,black
0,convex,red,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,purple,pink,black
0,convex,gray,none,close,broad,white,white,brown
0,convex,gray,none,close,broad,white,white,black
0,convex,gray,none,close,broad,white,gray,black
0,convex,gray,none,close,broad,brown,pink,brown
0,flat,gray,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,pink,white,black
0,convex,red,none,close,broad,brown,white,black
0,convex,brown,none,close,broad,white,white,brown
0,convex,brown,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,brown,gray,black
0,flat,brown,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,white,gray,black
0,flat,brown,none,close,broad,white,gray,black
0,convex,red,none,close,broad,pink,white,black
0,flat,brown,none,close,broad,white,pink,black
0,convex,gray,none,close,broad,pink,white,black
0,flat,brown,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,white,pink,black
0,convex,red,none,close,broad,white,pink,black
0,convex,brown,none,close,broad,pink,gray,black
0,convex,gray,none,close,broad,white,pink,black
0,convex,red,none,close,broad,purple,gray,brown
0,convex,brown,none,close,broad,purple,pink,black
0,flat,brown,none,close,broad,white,white,brown
0,flat,gray,none,close,broad,purple,pink,brown
0,convex,brown,none,close,broad,white,white,black
0,convex,red,none,close,broad,white,white,black
0,flat,brown,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,white,pink,black
0,flat,brown,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,purple,gray,brown
0,convex,red,none,close,broad,purple,gray,brown
0,convex,gray,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,pink,pink,brown
0,flat,red,none,close,broad,purple,pink,brown
0,convex,brown,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,brown,pink,brown
0,convex,gray,none,close,broad,purple,white,brown
0,convex,gray,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,purple,white,brown
0,flat,brown,none,close,broad,white,white,brown
0,convex,brown,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,purple,pink,black
0,convex,white,none,crowded,broad,chocolate,white,brown
0,flat,gray,none,close,broad,white,gray,brown
0,flat,gray,none,crowded,broad,brown,white,brown
0,flat,brown,none,close,broad,purple,white,brown
0,convex,red,none,close,broad,white,white,black
1,flat,white,pungent,close,narrow,white,white,brown
0,convex,gray,none,close,broad,brown,gray,black
0,flat,brown,none,close,broad,white,white,black
0,convex,gray,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,brown,gray,black
0,flat,gray,none,close,broad,brown,white,black
0,convex,brown,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,brown,white,black
0,convex,brown,none,close,broad,brown,gray,brown
0,convex,brown,none,close,broad,brown,white,brown
0,flat,brown,none,close,broad,pink,white,black
0,convex,gray,none,close,broad,purple,pink,black
0,convex,brown,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,white,gray,black
0,flat,brown,none,close,broad,pink,gray,black
0,convex,red,none,close,broad,brown,white,black
0,flat,white,none,crowded,broad,black,white,brown
0,convex,brown,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,white,white,black
0,convex,red,none,close,broad,pink,gray,brown
0,flat,brown,none,close,broad,brown,pink,black
0,convex,brown,none,close,broad,purple,pink,brown
0,convex,brown,none,close,broad,pink,gray,brown
1,flat,white,pungent,close,narrow,white,white,brown
0,convex,gray,none,close,broad,white,gray,black
0,flat,white,none,crowded,broad,black,white,black
0,convex,gray,none,crowded,broad,pink,white,brown
0,convex,gray,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,brown,gray,black
0,convex,gray,none,close,broad,brown,gray,black
0,flat,brown,none,close,broad,purple,gray,black
0,convex,brown,none,close,broad,white,pink,brown
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
0,convex,red,none,close,broad,white,gray,black
0,convex,brown,none,crowded,broad,chocolate,white,black
1,convex,white,pungent,close,narrow,brown,white,brown
0,convex,gray,none,close,broad,pink,pink,brown
0,flat,brown,none,close,broad,brown,white,brown
0,convex,brown,none,close,broad,pink,pink,black
0,convex,gray,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,white,pink,black
0,flat,brown,none,close,broad,purple,pink,brown
0,flat,brown,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,purple,gray,black
0,flat,gray,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,purple,gray,brown
0,convex,red,none,close,broad,brown,white,black
1,convex,white,pungent,close,narrow,brown,white,black
0,flat,gray,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,pink,pink,black
0,flat,red,none,close,broad,white,pink,black
0,flat,gray,none,close,broad,pink,pink,black
0,convex,brown,none,close,broad,white,white,brown
0,convex,red,none,close,broad,white,white,brown
0,convex,red,none,close,broad,white,white,brown
0,convex,red,none,close,broad,white,white,black
0,flat,gray,none,close,broad,brown,gray,brown
0,convex,gray,none,close,broad,pink,white,black
0,flat,brown,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,brown,pink,black
0,convex,gray,none,close,broad,purple,pink,brown
0,convex,brown,none,close,broad,pink,pink,black
0,flat,brown,none,close,broad,white,pink,brown
0,convex,brown,none,close,broad,purple,white,black
0,convex,brown,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,purple,gray,brown
0,convex,brown,none,close,broad,pink,white,brown
0,convex,brown,none,close,broad,pink,pink,black
0,flat,gray,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,purple,white,brown
0,flat,brown,none,close,broad,pink,gray,brown
1,convex,pink,creosote,close,narrow,gray,white,black
0,convex,red,none,close,broad,purple,pink,brown
0,flat,brown,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,white,pink,black
0,flat,red,none,close,broad,purple,gray,brown
0,convex,red,none,close,broad,brown,gray,black
0,convex,gray,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,pink,white,black
0,convex,gray,none,close,broad,purple,gray,brown
0,flat,gray,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,purple,gray,brown
0,flat,brown,none,close,broad,pink,gray,black
0,flat,red,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,purple,white,brown
0,convex,gray,none,close,broad,white,pink,black
0,convex,gray,none,close,broad,brown,white,black
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
0,convex,brown,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,white,gray,black
0,flat,brown,none,close,broad,pink,white,brown
0,flat,brown,none,close,broad,pink,white,black
0,flat,gray,none,close,broad,brown,white,black
0,flat,gray,none,close,broad,pink,white,brown
0,convex,gray,none,close,broad,white,pink,brown
0,convex,gray,none,crowded,broad,black,white,brown
0,convex,gray,none,close,broad,brown,white,black
0,convex,red,none,close,broad,pink,pink,black
0,flat,brown,none,close,broad,pink,pink,black
0,convex,red,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,pink,white,brown
0,convex,brown,none,close,broad,pink,gray,black
0,convex,red,none,close,broad,white,pink,brown
0,convex,brown,none,close,broad,white,pink,black
0,flat,gray,none,close,broad,pink,white,black
0,convex,gray,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,purple,pink,black
0,flat,brown,none,close,broad,purple,white,brown
0,convex,gray,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,pink,pink,brown
0,convex,red,none,close,broad,pink,white,black
0,convex,brown,none,close,broad,purple,pink,black
0,convex,gray,none,close,broad,white,pink,black
0,flat,gray,none,close,broad,pink,gray,black
0,convex,gray,none,close,broad,pink,gray,brown
0,convex,brown,none,close,broad,white,gray,black
0,convex,gray,none,close,broad,white,white,brown
0,convex,gray,none,close,broad,pink,pink,brown
0,convex,red,none,close,broad,brown,pink,brown
0,convex,brown,none,close,broad,white,gray,black
0,convex,gray,none,close,broad,purple,gray,black
1,flat,brown,pungent,close,narrow,black,white,black
0,convex,gray,none,crowded,broad,brown,white,brown
0,convex,gray,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,brown,gray,black
1,convex,pink,creosote,crowded,narrow,purple,white,brown
0,convex,brown,none,close,broad,white,pink,black
0,convex,red,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,pink,white,brown
0,convex,red,none,close,broad,purple,gray,black
0,convex,white,none,crowded,broad,black,white,brown
0,flat,gray,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,brown,pink,brown
0,convex,gray,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,white,pink,brown
0,convex,red,none,close,broad,pink,pink,black
1,flat,white,pungent,close,narrow,pink,white,brown
0,flat,brown,none,close,broad,purple,white,brown
0,convex,red,none,close,broad,white,white,black
0,convex,red,none,close,broad,brown,pink,brown
0,convex,gray,none,close,broad,pink,gray,black
0,flat,white,none,crowded,broad,chocolate,white,black
0,convex,brown,none,crowded,broad,black,white,brown
0,convex,brown,none,close,broad,white,pink,black
0,flat,brown,none,close,broad,brown,gray,brown
0,convex,red,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,pink,white,brown
0,flat,brown,none,close,broad,white,pink,black
0,convex,gray,none,close,broad,white,white,black
0,flat,brown,none,close,broad,white,gray,black
0,flat,red,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,white,pink,brown
1,convex,white,creosote,crowded,narrow,pink,white,brown
0,flat,brown,none,close,broad,purple,pink,black
0,flat,gray,none,close,broad,pink,pink,brown
0,flat,brown,none,close,broad,purple,white,black
0,convex,brown,none,close,broad,pink,gray,black
0,convex,red,none,close,broad,white,pink,black
0,flat,white,none,crowded,broad,brown,white,brown
0,convex,gray,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,pink,pink,black
0,flat,brown,none,close,broad,brown,gray,brown
0,flat,brown,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,brown,pink,brown
0,convex,brown,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,purple,white,brown
0,convex,brown,none,close,broad,white,white,black
0,convex,brown,none,close,broad,pink,pink,black
0,flat,brown,none,close,broad,pink,white,brown
0,convex,gray,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,white,pink,black
0,convex,brown,none,close,broad,brown,pink,black
1,convex,gray,foul,close,broad,gray,buff,chocolate
0,flat,gray,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,purple,gray,black
1,convex,gray,foul,close,broad,chocolate,buff,chocolate
0,convex,red,none,close,broad,brown,white,black
0,convex,red,none,close,broad,brown,gray,black
1,convex,gray,foul,close,broad,chocolate,brown,chocolate
1,convex,pink,creosote,crowded,narrow,brown,white,brown
0,convex,gray,none,close,broad,purple,white,black
0,flat,gray,none,close,broad,pink,gray,brown
0,convex,gray,none,close,broad,purple,pink,brown
0,convex,gray,none,close,broad,white,pink,black
0,convex,gray,none,close,broad,brown,gray,brown
0,flat,gray,none,close,broad,brown,gray,brown
0,convex,gray,none,close,broad,white,pink,brown
0,convex,red,none,close,broad,pink,pink,black
0,convex,brown,none,close,broad,white,white,black
0,convex,brown,none,close,broad,purple,gray,black
0,flat,brown,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,purple,white,brown
0,flat,gray,none,close,broad,brown,gray,black
0,convex,gray,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,white,gray,brown
0,flat,brown,none,close,broad,purple,gray,brown
0,convex,gray,none,close,broad,brown,white,brown
0,convex,brown,none,close,broad,purple,gray,black
1,convex,white,creosote,close,narrow,gray,white,black
0,flat,brown,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,white,white,brown
0,convex,brown,none,close,broad,brown,gray,brown
0,flat,gray,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,white,pink,black
1,convex,gray,foul,close,broad,pink,pink,chocolate
0,convex,red,none,close,broad,brown,pink,black
0,flat,gray,none,close,broad,pink,gray,brown
0,flat,red,none,close,broad,white,white,black
0,convex,red,none,close,broad,pink,pink,brown
1,convex,gray,foul,close,broad,pink,pink,chocolate
0,convex,brown,none,close,broad,white,gray,brown
0,convex,brown,none,close,broad,pink,pink,black
0,convex,brown,none,close,broad,pink,white,black
0,convex,brown,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,purple,gray,brown
0,convex,brown,none,close,broad,brown,gray,black
0,convex,gray,none,close,broad,pink,gray,black
0,convex,red,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,brown,white,black
0,convex,gray,none,close,broad,pink,gray,brown
0,flat,red,none,close,broad,brown,gray,brown
0,flat,brown,none,close,broad,brown,pink,black
0,flat,brown,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,purple,gray,black
0,flat,brown,none,close,broad,white,gray,brown
0,flat,brown,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,pink,pink,black
0,convex,brown,none,close,broad,brown,white,brown
0,flat,brown,none,close,broad,pink,white,black
0,flat,brown,none,close,broad,white,pink,brown
1,convex,gray,foul,close,broad,gray,brown,chocolate
0,convex,gray,none,close,broad,brown,white,black
0,convex,brown,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,brown,gray,brown
0,convex,gray,none,close,broad,brown,pink,brown
0,convex,gray,none,close,broad,white,white,black
0,flat,brown,none,close,broad,purple,white,black
0,flat,gray,none,close,broad,brown,gray,black
0,convex,brown,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,white,white,black
0,flat,brown,none,close,broad,brown,white,brown
1,convex,gray,foul,close,broad,gray,brown,chocolate
0,convex,red,none,close,broad,pink,white,brown
0,flat,brown,none,close,broad,brown,gray,brown
0,convex,red,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,brown,gray,brown
0,convex,red,none,close,broad,pink,pink,black
0,flat,gray,none,close,broad,white,white,brown
0,flat,brown,none,close,broad,purple,gray,brown
0,convex,gray,none,close,broad,brown,gray,brown
0,flat,gray,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,white,pink,black
0,convex,gray,none,close,broad,pink,white,brown
0,convex,gray,none,close,broad,purple,white,brown
0,convex,brown,none,close,broad,white,white,brown
0,convex,red,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,purple,gray,brown
0,convex,red,none,close,broad,brown,pink,brown
0,convex,brown,none,close,broad,brown,gray,brown
0,flat,brown,none,close,broad,purple,gray,black
0,convex,red,none,close,broad,pink,gray,brown
0,convex,gray,none,close,broad,white,gray,brown
0,convex,brown,none,close,broad,pink,white,brown
1,convex,gray,creosote,close,narrow,gray,white,brown
0,flat,gray,none,close,broad,brown,pink,brown
0,convex,brown,none,close,broad,white,gray,brown
0,flat,brown,none,crowded,broad,pink,white,black
0,flat,brown,none,close,broad,white,white,brown
0,convex,gray,none,close,broad,brown,white,brown
0,flat,gray,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,white,white,brown
0,flat,red,none,close,broad,pink,gray,brown
0,convex,gray,none,close,broad,brown,gray,brown
0,convex,gray,none,close,broad,brown,gray,brown
0,flat,gray,none,close,broad,brown,gray,brown
0,convex,brown,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,purple,gray,black
0,convex,red,none,close,broad,pink,white,brown
0,convex,red,none,close,broad,white,white,black
0,flat,brown,none,close,broad,purple,gray,black
0,convex,brown,none,close,broad,white,pink,brown
0,convex,gray,none,close,broad,purple,white,brown
0,flat,gray,none,close,broad,pink,pink,black
0,flat,white,none,crowded,broad,chocolate,white,black
0,convex,brown,none,close,broad,pink,gray,brown
0,convex,gray,none,close,broad,purple,gray,black
0,flat,red,none,close,broad,brown,gray,brown
0,convex,red,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,purple,gray,brown
0,flat,brown,none,close,broad,white,white,black
0,convex,gray,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,white,white,black
0,convex,red,none,close,broad,purple,white,black
0,convex,red,none,close,broad,pink,gray,black
0,convex,red,none,close,broad,white,white,black
0,convex,red,none,close,broad,white,white,brown
0,convex,red,none,close,broad,pink,white,brown
0,convex,red,none,close,broad,pink,gray,brown
0,flat,brown,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,brown,pink,black
0,convex,gray,none,close,broad,pink,white,black
0,convex,gray,none,close,broad,purple,gray,black
0,convex,brown,none,close,broad,brown,gray,brown
0,convex,red,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,brown,white,brown
0,convex,red,none,close,broad,pink,gray,brown
0,flat,brown,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,white,gray,black
0,flat,brown,none,close,broad,purple,pink,black
0,convex,gray,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,purple,white,brown
0,flat,gray,none,close,broad,brown,pink,black
0,flat,brown,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,brown,pink,brown
0,flat,brown,none,close,broad,purple,gray,black
1,convex,pink,creosote,close,narrow,pink,white,brown
0,convex,red,none,close,broad,pink,white,black
0,convex,brown,none,close,broad,white,white,brown
0,convex,red,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,brown,pink,brown
0,flat,brown,none,close,broad,white,gray,black
0,convex,gray,none,close,broad,white,white,black
0,flat,brown,none,crowded,broad,brown,white,brown
0,convex,gray,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,white,pink,brown
0,convex,brown,none,close,broad,pink,white,black
0,flat,gray,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,brown,gray,brown
0,flat,brown,none,close,broad,pink,pink,black
1,convex,gray,foul,close,broad,chocolate,pink,chocolate
0,convex,red,none,close,broad,white,white,brown
0,convex,gray,none,close,broad,purple,gray,black
0,convex,red,none,close,broad,brown,white,brown
0,convex,red,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,brown,white,black
0,flat,brown,none,close,broad,white,gray,brown
0,flat,brown,none,close,broad,purple,pink,black
0,convex,brown,none,close,broad,white,gray,black
0,convex,red,none,close,broad,purple,white,brown
0,convex,red,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,brown,gray,black
0,convex,gray,none,close,broad,purple,white,black
0,convex,brown,none,close,broad,purple,white,black
0,convex,red,none,close,broad,pink,pink,brown
0,convex,red,none,close,broad,purple,pink,brown
0,convex,red,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,pink,gray,brown
0,convex,brown,none,close,broad,pink,white,black
0,convex,red,none,close,broad,pink,pink,brown
0,flat,red,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,white,white,black
0,convex,red,none,close,broad,purple,white,black
0,convex,brown,none,close,broad,purple,white,brown
0,convex,red,none,close,broad,brown,pink,brown
0,flat,gray,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,pink,white,brown
0,flat,red,none,close,broad,brown,pink,black
0,convex,brown,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,pink,gray,brown
0,convex,gray,none,close,broad,purple,gray,brown
0,flat,gray,none,close,broad,pink,pink,black
0,convex,brown,none,close,broad,purple,white,brown
0,convex,gray,none,crowded,broad,chocolate,white,black
0,flat,brown,none,close,broad,brown,gray,brown
0,convex,gray,none,close,broad,white,pink,brown
0,convex,gray,none,close,broad,brown,pink,black
0,convex,brown,none,close,broad,purple,white,black
0,convex,red,none,close,broad,purple,gray,brown
0,convex,red,none,close,broad,brown,gray,black
0,convex,brown,none,close,broad,white,gray,black
0,convex,red,none,close,broad,white,gray,black
0,convex,red,none,close,broad,purple,white,black
0,convex,brown,none,close,broad,purple,white,brown
0,flat,gray,none,close,broad,pink,white,brown
0,convex,red,none,close,broad,purple,white,black
0,flat,brown,none,close,broad,pink,gray,black
0,convex,brown,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,white,white,brown
0,convex,gray,none,close,broad,brown,gray,black
0,convex,brown,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,brown,gray,brown
1,convex,gray,creosote,close,narrow,pink,white,black
0,convex,brown,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,brown,pink,black
0,convex,gray,none,close,broad,white,gray,black
0,convex,brown,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,pink,gray,brown
0,flat,brown,none,close,broad,white,pink,black
0,convex,brown,none,close,broad,brown,pink,brown
0,flat,brown,none,close,broad,pink,white,black
0,flat,brown,none,close,broad,white,white,brown
0,flat,gray,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,white,gray,black
0,convex,gray,none,close,broad,purple,gray,brown
0,flat,brown,none,close,broad,purple,pink,brown
0,convex,gray,none,close,broad,brown,pink,brown
1,convex,gray,foul,close,broad,gray,pink,chocolate
0,flat,brown,none,close,broad,white,white,brown
0,convex,gray,none,close,broad,white,gray,black
0,convex,gray,none,close,broad,purple,gray,brown
1,convex,gray,foul,close,broad,gray,pink,chocolate
0,flat,brown,none,close,broad,purple,white,brown
0,convex,red,none,close,broad,brown,pink,brown
0,convex,brown,none,close,broad,purple,gray,black
0,convex,red,none,close,broad,pink,gray,black
0,convex,red,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,pink,pink,brown
0,flat,brown,none,close,broad,brown,pink,black
0,convex,red,none,close,broad,brown,pink,brown
0,convex,gray,none,close,broad,white,pink,black
0,flat,brown,none,close,broad,purple,pink,black
0,convex,red,none,close,broad,pink,pink,brown
0,convex,gray,none,close,broad,purple,white,black
0,flat,gray,none,close,broad,pink,white,black
0,flat,gray,none,close,broad,pink,gray,black
0,flat,brown,none,close,broad,brown,white,black
0,convex,brown,none,close,broad,white,white,brown
0,convex,red,none,close,broad,white,gray,brown
0,flat,gray,none,crowded,broad,pink,white,black
0,convex,red,none,close,broad,pink,white,black
0,flat,gray,none,close,broad,pink,white,brown
0,convex,red,none,close,broad,white,pink,black
0,convex,gray,none,close,broad,purple,white,brown
0,flat,brown,none,close,broad,white,gray,black
0,convex,red,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,white,gray,black
1,convex,white,creosote,crowded,narrow,gray,white,brown
0,convex,red,none,close,broad,pink,pink,brown
0,convex,red,none,close,broad,brown,pink,black
0,convex,brown,none,close,broad,white,white,brown
0,flat,white,none,crowded,broad,chocolate,white,brown
0,convex,gray,none,close,broad,brown,white,brown
0,flat,gray,none,close,broad,brown,pink,brown
0,convex,gray,none,close,broad,white,gray,brown
0,flat,red,none,close,broad,white,pink,black
0,convex,red,none,close,broad,brown,pink,black
0,convex,brown,none,close,broad,brown,gray,black
0,convex,red,none,close,broad,brown,gray,brown
0,convex,red,none,close,broad,brown,white,brown
0,flat,red,none,close,broad,brown,white,black
0,flat,brown,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,pink,white,brown
0,convex,gray,none,close,broad,pink,white,brown
0,convex,gray,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,white,pink,brown
0,convex,brown,none,close,broad,white,white,black
0,flat,brown,none,crowded,broad,brown,white,black
0,convex,red,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,brown,gray,brown
0,convex,brown,none,close,broad,purple,pink,black
0,convex,gray,none,close,broad,pink,pink,brown
0,convex,red,none,close,broad,brown,gray,brown
0,flat,brown,none,close,broad,purple,white,black
0,convex,gray,none,close,broad,purple,white,black
0,flat,gray,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,purple,pink,black
0,flat,brown,none,close,broad,brown,gray,black
0,convex,gray,none,close,broad,pink,pink,brown
0,convex,brown,none,close,broad,pink,pink,brown
0,convex,red,none,close,broad,white,pink,black
0,convex,red,none,close,broad,purple,pink,black
0,convex,brown,none,close,broad,purple,white,brown
0,flat,brown,none,close,broad,brown,pink,black
0,convex,gray,none,close,broad,brown,white,black
0,convex,red,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,white,pink,brown
0,flat,brown,none,close,broad,brown,pink,brown
0,convex,red,none,close,broad,purple,pink,black
0,convex,gray,none,close,broad,purple,gray,black
0,convex,gray,none,close,broad,purple,gray,black
1,convex,pink,creosote,crowded,narrow,purple,white,black
0,convex,brown,none,close,broad,pink,gray,brown
0,convex,red,none,close,broad,pink,pink,brown
0,flat,brown,none,crowded,broad,pink,white,brown
0,convex,gray,none,close,broad,pink,gray,black
0,convex,gray,none,close,broad,purple,pink,black
0,convex,brown,none,close,broad,purple,white,black
0,flat,gray,none,close,broad,brown,white,brown
0,convex,gray,none,close,broad,white,pink,brown
0,convex,brown,none,close,broad,white,pink,black
0,convex,red,none,close,broad,white,pink,brown
0,convex,brown,none,close,broad,purple,pink,brown
0,flat,gray,none,close,broad,brown,pink,brown
0,flat,brown,none,close,broad,white,gray,brown
0,convex,gray,none,close,broad,white,gray,brown
0,convex,red,none,close,broad,purple,white,brown
0,convex,gray,none,close,broad,pink,white,black
0,flat,gray,none,close,broad,pink,white,black
0,convex,red,none,close,broad,purple,white,brown
1,convex,pink,creosote,crowded,narrow,purple,white,black
0,flat,brown,none,close,broad,white,pink,black
0,convex,red,none,close,broad,white,gray,black
